,Home_coeff_samples,Away_coeff_samples,Home_samples,Away_samples,Final_samples
0,0.00042174891339209585,-0.0005356131868147916,0.47343322673012683,0.0936627742416867,0.5448144507889099
1,0.0005819931830064041,-0.0003949947971172968,0.47364057154191247,0.05959304998904162,0.07965853265709599
2,0.0005204224181926956,-0.0004508175071829133,0.47444319669861357,0.07336036338564135,0.21231694574669313
3,0.0005689938457068612,-0.0004999693465023849,0.48056139720257096,0.09263452904663175,0.38199764271987413
4,0.0004982374693782112,-0.0004908789761231586,0.48063902192220465,0.0521837401443125,0.5796556137638487
5,0.0005351718286459926,-0.0005443427133282135,0.47523013145602716,0.05077009043855005,0.534002481299438
6,0.0005337138852338402,-0.0003439162820672683,0.46284789512124325,0.08447385531793997,0.26990390316647006
7,0.0005595886349858988,-0.0005567407326253128,0.463087053603839,0.05331897292229005,0.287737820415467
8,0.0005391866381943094,-0.0004397810080888921,0.46288017480526833,0.0821123089297826,0.3723394734167629
9,0.0005532517298498688,-0.00040755041666233296,0.46361048300506513,0.048837846128563164,0.3785662457579124
10,0.0006155025093981334,-0.0005731391531276785,0.46305232799506146,0.03648262624870814,0.20338725880221875
11,0.0005847733993316719,-0.0005611427591478387,0.46291570779172103,0.04031844991183681,0.1816686386923061
12,0.0004994295529878197,-0.0004392541007375812,0.4631519296882286,0.08444198332671617,0.3537647482712043
13,0.00046218114059197495,-0.00046628929906818194,0.4629672291002548,0.06746711166792566,0.08309270938581315
14,0.0005543157561903058,-0.00046102190969926523,0.4628070828269242,0.06163695889884153,0.2535643057913748
15,0.0005389765355178625,-0.00035522511696427754,0.46235159682626964,0.05510898515420794,0.2991064100915948
16,0.00044782143221148166,-0.000401759154813237,0.46223835675002317,0.053228890603592864,-0.16125753730456194
17,0.0005260368350313476,-0.00027944296517817867,0.4622792080384946,0.038691957941223494,0.06051681321983837
18,0.0005272796090896833,-0.00042329435015067696,0.4622723229383375,0.019550485514964924,0.15369699841983864
19,0.0007302566833640733,-0.0004561452267767946,0.4621115658219486,0.029510824615117236,0.3323284219691043
20,0.0005372070753516345,-0.0004090655724839388,0.46155407063083165,0.029307547619494893,0.35578255647938417
21,0.0004626503534726604,-0.00030698450016980634,0.46188561717508364,0.0652379331201872,0.2549653878234954
22,0.0005531917712837505,-0.0004199324260707447,0.46259857470705745,0.05177849449837068,0.314562697014245
23,0.0006605271367813436,-0.0003996502379343043,0.46488813388138384,0.054747053686674936,0.48360305237616563
24,0.000468313218915292,-0.00046610698288026533,0.4649318264939134,0.05486476885102949,0.44631122628743025
25,0.0006006468787251374,-0.0006198880633208309,0.4648689180374561,0.10193665933851571,0.2522938903387526
26,0.0006006468787251374,-0.0006198880633208309,0.4648689180374561,0.10193665933851571,0.2522938903387526
27,0.0006436319200693361,-0.00046643569479959206,0.4647997396165622,0.08375539317555525,0.3026806228939507
28,0.0006436319200693361,-0.00046643569479959206,0.4647997396165622,0.08375539317555525,0.3026806228939507
29,0.0005835389061616729,-0.0005574790734484624,0.4610412077891824,0.09505424459711927,0.35871702495140845
30,0.0005793156268148392,-0.00043908338895901923,0.45970926074872975,0.0805303927979006,0.24432594321154077
31,0.0005793156268148392,-0.00043908338895901923,0.45970926074872975,0.0805303927979006,0.24432594321154077
32,0.000560035225985642,-0.0004363962005947435,0.45950730977680226,0.04360596791609171,0.12114840606275967
33,0.0006928595401026378,-0.0004022874903184337,0.45940308968293836,0.039621742006291136,0.3486411060420018
34,0.0007421030965766283,-0.00033940963973158876,0.4593129474319994,0.03755400312278,0.42460823809974646
35,0.00034312844821575515,-0.0005236015242185652,0.4608323521692536,0.0974211503829922,0.17891252621557685
36,0.0003604979272837552,-0.00044981947688913973,0.4563053093168307,0.06944586194725946,0.37371236611604286
37,0.0003825062225169885,-0.0005727461471659487,0.4562387360298507,0.09294449732159053,0.20574681693829033
38,0.0003825062225169885,-0.0005727461471659487,0.4562387360298507,0.09294449732159053,0.20574681693829033
39,0.0005246464110572111,-0.000563193874841607,0.46489936510460317,0.10948926118994924,0.36789574489882804
